room_id,scrape_id,host_id,property_type,room_type,country,market,neighbourhood,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,accommodates,bathrooms,bedrooms,beds,bed_type,price_Yen,price_USD,minimum_nights,maximum_nights,name,host_name,host_since,latitude,longitude,host_location,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
35651280,2.02E+13,268206148,Hotel,Private room,Japan,Tokyo,Minato Ku,0,,7,28,2,1,1,1,Real Bed,19995,189.0243902,1,180,Akasaka! Great locationâ™ªRobot hotel / Double room with LG Styler (no smoking) free Wifi & Handy Smartphone,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ èµ¤å‚,6/12/2019,35.67151,139.73797,JP,,,,,,,
35651285,2.02E+13,268206148,Hotel,Private room,Japan,Tokyo,Minato Ku,0,,7,0,2,1,1,2,Real Bed,19947,188.5706183,1,180,Akasaka! Great locationâ™ªRobot hotel / Standard Twin room (no smoking) Free Wifi & Handy Smartphone,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ èµ¤å‚,6/12/2019,35.67103,139.73811,JP,,,,,,,
35651288,2.02E+13,268206148,Hotel,Private room,Japan,Tokyo,Minato Ku,0,,7,0,2,1,1,1,Real Bed,19947,188.5706183,1,180,Akasaka! Great locationâ™ªRobot hotel / Semi Double room with LG Styler (no smoking) free Wifi & Handy Smartphone,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ èµ¤å‚,6/12/2019,35.67259,139.73821,JP,,,,,,,
35651297,2.02E+13,268206148,Hotel,Private room,Japan,Tokyo,Minato Ku,0,,7,28,2,1,1,1,Real Bed,19995,189.0243902,1,180,Akasaka! Great locationâ™ªRobot hotel / Semi Double room (no smoking) Free Wifi & Handy Smartphone,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ èµ¤å‚,6/12/2019,35.67259,139.73862,JP,,,,,,,
35651451,2.02E+13,268207377,Apartment,Entire home/apt,Japan,Tokyo,Arakawa Ku,5,0.5,5,0,2,1,1,2,Real Bed,7979,75.43013802,1,1125,"#1 Akihabara & Ueno 10mins, Studio Type!",é‡Œ,6/12/2019,35.72976,139.77435,JP,92,10,9,10,9,10,9
35653038,2.02E+13,6378336,Apartment,Private room,Japan,Tokyo,Katsushika Ku,5,0.46,18,308,16,1.5,5,10,Real Bed,300032,2836.377387,1,365,New Openâ˜†200ãŽ¡/35ppl/2min sta./Direct from Airports,Haru,5/14/2013,35.74553,139.85564,"Shinagawa, Tokyo, Japan",92,10,10,10,10,9,10
35653555,2.02E+13,268225201,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,15,1.77,2,2,2,1,1,1,Real Bed,9030,85.36585366,1,1125,Near Shinjuku 1 sta  Okubo 6min  Free Pocket WiFi,å¼ ,6/12/2019,35.69985,139.70402,JP,89,9,9,10,9,10,9
35653568,2.02E+13,198552582,Apartment,Entire home/apt,Japan,Tokyo,Minato Ku,18,1.67,66,218,4,1,1,2,Real Bed,8277,78.24730573,2,1125,HOYOæ±äº¬Akasaka#802/3min frm Akasaka sta+WiFi,Masa,6/28/2018,35.67388,139.73644,"Tokyo, Japan",94,10,9,9,9,10,9
35655110,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,0,,8,28,4,1,1,4,Real Bed,19995,189.0243902,1,180,The world's first robot hotel! Triple room with Wi-Fiâ™¦Non-smokingâ™¦,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.55505,139.74017,JP,,,,,,,
35655117,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,2,0.4,8,28,2,1,1,1,Real Bed,19995,189.0243902,1,180,The world's first robot hotel! Double Room with Wi-Fi&semi double bedâ™¦Non-smokingâ™¦,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.5534,139.74063,JP,100,10,10,10,10,10,9
35655122,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,2,0.31,8,0,2,1,1,1,Real Bed,19947,188.5706183,1,180,"The world's first robot hotel! Double room,Semi double room with Wi-Fiâ™¦Non-smokingâ™¦",å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.55354,139.741,JP,90,8,10,10,10,10,10
35655125,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,0,,8,27,3,1,1,3,Real Bed,19995,189.0243902,1,180,The world's first robot hotel! Triple Room with Wi-Fiâ™¦Non-smokingâ™¦,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.55478,139.74089,JP,,,,,,,
35655133,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,0,,8,28,2,1,1,2,Real Bed,19995,189.0243902,1,180,The world's first robot hotel! Twin Room with Wi-Fiâ™¦Non-smokingâ™¦,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.55394,139.74192,JP,,,,,,,
35655135,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,1,0.18,8,28,2,1,1,2,Real Bed,19995,189.0243902,1,180,The world's first robot hotel ! Twin Room with LG Styler and Wi-Fiâ™¦Non-smokingâ™¦,å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.55408,139.74193,JP,80,10,10,6,8,8,8
35655141,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,1,0.17,8,28,2,1,1,1,Real Bed,19995,189.0243902,1,180,"With shuttle bus service, the world's first robot hotel! Double room with LG Styler and Wi-Fiâ™¦Non-smokingâ™¦",å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.55422,139.74151,JP,100,10,10,8,6,10,8
35655191,2.02E+13,268242125,Hotel,Private room,Japan,Tokyo,Ota Ku,6,0.6,8,28,2,1,1,1,Real Bed,19995,189.0243902,1,180,"With shuttle bus service, the world's first robot hotel! Semi double room with Wi-Fiâ™¦Non-smokingâ™¦",å¤‰ãªï¾Žï¾ƒï¾™æ±äº¬ ç¾½ç”°,6/13/2019,35.5557,139.7415,JP,87,10,10,9,10,9,9
35655560,2.02E+13,256531617,Apartment,Entire home/apt,Japan,Tokyo,Ota Ku,25,2.44,33,160,2,1.5,1,1,Real Bed,7955,75.20325203,2,80,â˜…SHEN HOUSEâ˜…COZYâ˜…supermarkets nearbyâ˜…,Hiz,4/17/2019,35.58598,139.68148,"Taito City, Tokyo, Japan",97,10,10,10,10,10,10
35655789,2.02E+13,256531617,Apartment,Entire home/apt,Japan,Tokyo,Ota Ku,33,2.98,33,155,2,1.5,1,1,Real Bed,15050,142.2764228,2,80,â˜…SHEN HOUSEâ˜…COZY202â˜…supermarkets nearbyâ˜…,Hiz,4/17/2019,35.58479,139.68248,"Taito City, Tokyo, Japan",95,10,10,10,10,10,10
35670766,2.02E+13,242621168,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,17,1.66,9,177,6,1,1,3,Real Bed,15050,142.2764228,1,365,H2O Stay Ikebukuro 201,H2O Stay,2/11/2019,35.7414,139.71237,"Minato City, Tokyo, Japan",92,10,10,9,9,8,9
35684850,2.02E+13,177431780,House,Private room,Japan,Tokyo,Edogawa Ku,0,,4,0,3,1,1,2,Real Bed,10998,103.9705048,2,18,æ±äº¬æ–°å°å²©é§… ï½¼ï¾ï½¸ï¾žï¾™2ã¤-éƒ¨å±‹,é™åª›,3/8/2018,35.70734,139.86064,"Edogawa-ku, TÅkyÅ-to, Japan",,,,,,,
35685489,2.02E+13,71920606,Condominium,Entire home/apt,Japan,Tokyo,Sumida Ku,30,2.72,33,179,3,1,1,3,Real Bed,7847,74.18226508,1,1125,SKYTREE INN201,Ying,5/14/2016,35.72113,139.8177,"Shinjuku, Tokyo, Japan",95,10,10,10,10,9,9
35685841,2.02E+13,268448999,Condominium,Entire home/apt,Japan,Tokyo,Kita Ku,4,0.39,1,31,11,1,3,11,Real Bed,19995,189.0243902,2,1125,Tokyo yihan room Two minutes'walk at the station,Yihan,6/13/2019,35.74748,139.75404,China,95,10,9,9,9,10,9
35686590,2.02E+13,260311661,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,18,1.57,29,0,3,1,1,2,Real Bed,49987,472.5562488,1,365,FF302 Nr Shinjuku/10mins to Shinjuku sta/3pax/WiFi,Yukako,5/7/2019,35.69816,139.69406,"Tokyo, Japan",82,9,8,9,10,10,9
35686950,2.02E+13,260311661,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,27,2.35,29,0,3,1,1,2,Real Bed,49987,472.5562488,1,365,FF303 Nr Shinjuku/10mins to Shinjuku sta/3pax/WiFi,Yukako,5/7/2019,35.69816,139.69406,"Tokyo, Japan",92,9,9,10,10,9,9
35687175,2.02E+13,247889699,Apartment,Entire home/apt,Japan,Tokyo,Katsushika Ku,12,1.12,2,0,6,1,1,2,Real Bed,7525,71.13821138,2,1125,Nearest Sta. 5mins on foot MK057,Tadashi,3/9/2019,35.73994,139.84702,JP,92,9,9,9,9,9,9
35687263,2.02E+13,260311661,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,29,2.53,29,0,3,1,1,2,Real Bed,49987,472.5562488,1,365,FF507 Nr Shinjuku/10mins to Shinjuku sta/3pax/WiFi,Yukako,5/7/2019,35.69816,139.69406,"Tokyo, Japan",87,9,9,10,10,9,9
35688238,2.02E+13,260313150,Apartment,Entire home/apt,Japan,Tokyo,Ota Ku,17,1.66,1,0,4,1,1,2,Real Bed,50029,472.9532993,2,365,FF50 Direct to Airport/2mins from sta./4pax/WiFi,Ayako,5/7/2019,35.57074,139.73198,"Tokyo, Japan",87,9,8,10,10,10,9
35688281,2.02E+13,268464022,House,Entire home/apt,Japan,Tokyo,Minato Ku,17,1.67,3,176,7,1,3,3,Real Bed,49987,472.5562488,1,365,"Promotion!5min walk Sta/Roppongi 6min,Shibuya 5min",Jun,6/13/2019,35.63587,139.7226,tokyo-to shinjyuku-ku,94,10,10,10,10,10,10
35688520,2.02E+13,228133407,Hostel,Private room,Japan,Tokyo,Sumida Ku,5,0.47,35,93,2,3,1,1,Real Bed,3010,28.45528455,3,90,Nomad Hostel East / Private DOUBLE Room #2,Nomad,11/28/2018,35.70757,139.7984,"Tokyo, Japan",92,10,9,10,10,10,9
35689547,2.02E+13,268074688,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,20,1.79,1,0,7,1,1,4,Real Bed,15050,142.2764228,1,1125,Pleasant Shin Okubo Kabukicho SHINJUKU 3Double bed,Tokyo,6/12/2019,35.69956,139.70458,"Chuo City, Tokyo, Japan",87,9,9,9,10,9,9
35690101,2.02E+13,238833916,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,14,1.31,16,188,3,1,1,1,Real Bed,5375,50.81300813,1,1125,MonthHOYOæ±äº¬Ikebukuro#105/10min from sta,Tsukasa,1/25/2019,35.73759,139.71237,"Tokyo, Tokyo, Japan",84,9,8,10,10,9,8
35690146,2.02E+13,238833916,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,9,0.93,16,210,3,1,1,1,Real Bed,5375,50.81300813,2,1125,HOYOæ±äº¬ Ikebukuro#106/æ± è¢‹é§…ã‹ã‚‰å¾’æ­©10åˆ†,Tsukasa,1/25/2019,35.73779,139.71229,"Tokyo, Tokyo, Japan",84,9,8,10,10,9,8
35690200,2.02E+13,238833916,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,15,1.41,16,217,2,1,1,1,Real Bed,5375,50.81300813,2,1125,HOYOæ±äº¬ Ikebukuro#201 /æ± è¢‹é§…ã‹ã‚‰å¾’æ­©10åˆ†,Tsukasa,1/25/2019,35.73588,139.71378,"Tokyo, Tokyo, Japan",95,10,10,10,10,9,9
35690498,2.02E+13,256571061,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,28,2.65,11,70,3,1,1,2,Real Bed,29992,283.5318586,1,1124,Nautical Apt near Skytree Tower #5,Zens,4/18/2019,35.7119,139.80983,"Tokyo, Japan",95,9,10,9,10,10,9
35690960,2.02E+13,17228309,Apartment,Entire home/apt,Japan,Tokyo,Nakano Ku,18,1.62,41,0,3,1,1,1,Real Bed,12040,113.8211382,2,900,Nakano 1LDK TM#15,Zen,6/25/2014,35.69715,139.66837,"Shinjuku, Tokyo, Japan",94,10,9,10,10,10,10
35691476,2.02E+13,267747815,Aparthotel,Hotel room,Japan,Tokyo,Chiyoda Ku,3,0.27,2,1,5,1,1,3,Real Bed,15802,149.3855171,1,365,Hotel Reyado Kudan: Superior Room,Reyado Hotel,6/11/2019,35.69428,139.74317,JP,100,10,10,10,10,10,10
35692444,2.02E+13,268016541,House,Private room,Japan,Tokyo,Toshima Ku,8,0.74,3,0,4,2,1,4,Real Bed,15958,150.860276,1,1125,"1Fâ˜…NEWâ˜…Komagome Sta,near Ikebukuro",Jing,6/12/2019,35.73477,139.74994,"Saitama, Saitama, Japan",98,10,9,10,10,10,10
35696314,2.02E+13,64271981,House,Private room,Japan,Tokyo,Kodaira Shi,10,0.88,1,77,2,1,1,2,Real Bed,50029,472.9532993,1,3,10 min. from Sta.:3é§…(å›½åˆ†å¯ºï½¥è¥¿å›½åˆ†å¯ºï½¥æ‹ãƒ¶çªª)å¯èƒ½!wi-fiå®Œå‚™ã®é™ã‹ãªéƒ¨å±‹,Osamu,3/24/2016,35.71626,139.46868,"Kokubunji, Tokyo, Japan",100,10,10,10,10,10,10
35701562,2.02E+13,256571061,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,39,3.57,11,76,2,1,1,1,Real Bed,29992,283.5318586,1,1124,Direct to Narita and Haneda! SKYTREE Apt #2,Zens,4/18/2019,35.7119,139.80981,"Tokyo, Japan",94,9,10,9,10,10,9
35701758,2.02E+13,256571061,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,43,3.9,11,60,3,1,1,2,Real Bed,29992,283.5318586,1,1124,Walk to SKYTREE! Direct Line to Airports Apt #3,Zens,4/18/2019,35.71187,139.80978,"Tokyo, Japan",94,9,9,10,10,9,9
35702116,2.02E+13,256571061,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,45,4.1,11,0,2,1,1,1,Real Bed,29974,283.3616941,1,1124,Japanese-Modern Apt near Skytree! #4,Zens,4/18/2019,35.71188,139.80981,"Tokyo, Japan",97,10,10,10,10,10,10
35702259,2.02E+13,256571061,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,38,3.39,11,69,2,1,1,1,Real Bed,29992,283.5318586,1,1124,Live local! SKYTREE Apt #6,Zens,4/18/2019,35.71189,139.8098,"Tokyo, Japan",95,10,10,10,10,9,9
35702459,2.02E+13,256571061,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,27,2.49,11,74,3,1,1,1,Real Bed,29992,283.5318586,1,1124,Nautical Apt near Skytree Tower #7,Zens,4/18/2019,35.71189,139.80981,"Tokyo, Japan",99,10,10,10,10,10,10
35702666,2.02E+13,256571061,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,29,2.62,11,69,2,1,1,1,Real Bed,29992,283.5318586,1,1124,Nippon-chic Apt near Skytree Tower #8,Zens,4/18/2019,35.71189,139.80981,"Tokyo, Japan",94,10,10,9,10,10,10
35716624,2.02E+13,174891991,Hostel,Shared room,Japan,Tokyo,Shinagawa Ku,5,0.46,15,0,1,1,1,8,Real Bed,3010,28.45528455,1,365,Mix Dorm / Near the Onsen / No Cleaning fee! #1C,Satoshi,2/23/2018,35.62068,139.71576,"Shinagawa City, Tokyo, Japan",100,10,10,10,10,9,10
35721019,2.02E+13,237362968,House,Entire home/apt,Japan,Tokyo,Katsushika Ku,29,2.65,2,88,9,1,3,3,Real Bed,4945,46.74796748,2,1125,ä¸€è»’å®¶è²¸åˆ‡ï¾˜ï¾‰ï¾ï¾žï½°ï½¼ï½®ï¾å››ï¾‚æœ¨é§…å¾’æ­©1åˆ†/æµ…è‰8åˆ†/æ±äº¬ï½½ï½¶ï½²ï¾‚ï¾˜ï½°é›»è»Š5åˆ†/æˆç”°/ç¾½ç”°ï½±ï½¸ï½¾ï½½æŠœç¾¤,ï½¸ï¾Žï¾žï¾€,1/18/2019,35.73145,139.83761,"Tokyo, Japan",95,10,10,10,10,9,9
35730239,2.02E+13,242899459,Apartment,Entire home/apt,Japan,Tokyo,Nakano Ku,31,2.83,4,48,5,1,1,3,Real Bed,99975,945.1219512,2,70,HA1/GREAT ACCESS TO SHINNUKU/GHIBURI/DISEY/WIFI,Wisteria,2/13/2019,35.7102,139.69002,JP,98,10,10,10,10,10,9
35732133,2.02E+13,260261342,Apartment,Entire home/apt,Japan,Tokyo,Hachioji Shi,15,1.45,4,0,4,1,1,2,Real Bed,5930,56.05974664,1,180,è²¸house1æ—…ã®å®¶ï½¡å…«çŽ‹å­åŒ—å£è¿‘éš£å•†æ¥­åœ°åŸŸï½¡äº¬çŽ‹ç·šã¨JRä¸¡æ–¹ã”åˆ©ç”¨ã§ãï½¤ç¾½ç”°ï½¤æˆç”°ç©ºæ¸¯ã«ç›´è¡Œï¾Šï¾žï½½ï½¡,æ°‘æ³Š,5/6/2019,35.66081,139.33851,"Hachioji, Tokyo, Japan",91,9,9,10,10,9,9
35742289,2.02E+13,177445547,Apartment,Entire home/apt,Japan,Tokyo,Suginami Ku,18,1.78,17,329,4,1,1,4,Real Bed,8492,80.27982605,1,1125,"201 wifi 18 min to Shinjuku, 2 min walk station",Enzo,3/9/2018,35.7256,139.61367,"Osaka, Osaka, Japan",92,10,10,9,10,9,9
35742684,2.02E+13,150896127,Apartment,Entire home/apt,Japan,Tokyo,Itabashi Ku,3,0.31,5,178,3,1,1,1,Real Bed,8815,83.33333333,2,60,"Room 202, 10 mins to Ikebukuro, small apartment",Sacchi,9/17/2017,35.74522,139.70447,"Tokyo, Japan",100,10,10,10,10,10,9
35743315,2.02E+13,177431780,House,Private room,Japan,Tokyo,Edogawa Ku,4,0.36,4,205,10,1,2,3,Real Bed,19995,189.0243902,1,18,æ±äº¬éƒ½æ–°å°å²©é§…ä¸€è»’å®¶,é™åª›,3/8/2018,35.7063,139.86219,"Edogawa-ku, TÅkyÅ-to, Japan",90,9,9,9,9,9,9
35744629,2.02E+13,32480336,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,23,2.34,4,196,6,1,3,3,Real Bed,14835,140.2439024,2,1125,Central Shinjuku 3BR 55m2 Apartment!,Hinako,5/3/2015,35.69438,139.70596,"Shinjuku, Tokyo, Japan",94,10,9,9,10,9,9
35745097,2.02E+13,32480336,Apartment,Entire home/apt,Japan,Tokyo,Minato Ku,13,1.54,4,0,5,1,2,4,Real Bed,14727,139.2229155,2,1125,Great location! 2BR! easy walk to Roppongi/Akasaka,Hinako,5/3/2015,35.6689,139.7319,"Shinjuku, Tokyo, Japan",85,9,9,9,10,10,9
35746279,2.02E+13,253816904,Apartment,Entire home/apt,Japan,Tokyo,Kita Ku,19,1.72,2,0,7,1.5,2,5,Real Bed,13478,127.4153904,5,365,2min Ouji(çŽ‹å­é§…) stiation/Free wifi/max 7 guests,æš,4/7/2019,35.75482,139.73494,JP,94,10,9,10,10,10,9
35747841,2.02E+13,268909256,House,Entire home/apt,Japan,Tokyo,Sumida Ku,1,0.1,1,0,2,1,1,1,Real Bed,6020,56.91056911,2,7,Nyanko house,ç›´ç¾Ž,6/16/2019,35.72689,139.8287,JP,100,10,10,10,6,10,10
35755060,2.02E+13,177445547,Apartment,Entire home/apt,Japan,Tokyo,Suginami Ku,32,3.07,17,346,4,1,1,4,Real Bed,8492,80.27982605,1,1125,"202  wifi 18 min to Shinjuku, 2 min walk station",Enzo,3/9/2018,35.72371,139.61414,"Osaka, Osaka, Japan",97,10,10,10,10,9,10
35755419,2.02E+13,177445547,Apartment,Entire home/apt,Japan,Tokyo,Suginami Ku,35,3.41,17,361,4,1,1,4,Real Bed,8492,80.27982605,1,1125,"203  wifi 18 min to Shinjuku, 2 min walk station",Enzo,3/9/2018,35.72407,139.61301,"Osaka, Osaka, Japan",89,9,10,9,9,9,9
35755672,2.02E+13,177445547,Apartment,Entire home/apt,Japan,Tokyo,Suginami Ku,41,4.09,17,360,4,1,1,4,Real Bed,8492,80.27982605,1,1125,A205 â˜…Enzo Tokyo A â˜…,Enzo,3/9/2018,35.72503,139.61417,"Osaka, Osaka, Japan",95,10,10,10,10,9,10
35755840,2.02E+13,177445547,Apartment,Entire home/apt,Japan,Tokyo,Suginami Ku,37,3.55,17,335,4,1,1,4,Real Bed,8492,80.27982605,1,1125,A206 â˜…Enzo Tokyo A â˜…,Enzo,3/9/2018,35.72492,139.61279,"Osaka, Osaka, Japan",95,10,10,10,10,9,10
35756013,2.02E+13,177445547,Apartment,Entire home/apt,Japan,Tokyo,Suginami Ku,35,3.5,17,1,3,1,1,3,Real Bed,7008,66.25070902,1,1125,A302 â˜…Enzo Tokyo A â˜…,Enzo,3/9/2018,35.72403,139.6145,"Osaka, Osaka, Japan",93,10,10,10,9,9,9
35756225,2.02E+13,177445547,Apartment,Entire home/apt,Japan,Tokyo,Suginami Ku,16,2.77,17,309,3,1,1,3,Real Bed,6987,66.05218378,1,1125,A403 â˜…Enzo Tokyo A â˜…,Enzo,3/9/2018,35.72357,139.61284,"Osaka, Osaka, Japan",99,10,10,10,10,9,10
35771148,2.02E+13,96751057,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,7,0.64,2,116,4,1,1,2,Real Bed,10965,103.6585366,1,1125,Shinjuku Shin Okubo exquisite house Max4 ppl /kim1,Adonis,9/26/2016,35.70116,139.70506,Japan,100,10,10,10,10,10,10
35771226,2.02E+13,269109685,Apartment,Private room,Japan,Tokyo,Taito Ku,12,1.17,1,90,6,1.5,1,3,Real Bed,5052,47.75950085,1,1125,"Cozy , bright family room nr Asakusa (6 pax)",Natsumi,6/16/2019,35.72772,139.80199,"Kawasaki, Kanagawa, Japan",93,10,10,10,10,9,10
35771392,2.02E+13,246175318,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,16,1.56,1,31,3,1,2,1,Real Bed,9997,94.50746833,2,1125,Direct to Skytree&Asakusa Kanegafuchi sta 6min#202,Michiko,3/1/2019,35.73342,139.82146,"Sumida, Tokyo, Japan",98,10,10,10,10,10,10
35774030,2.02E+13,267065535,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,6,0.57,10,124,3,1,1,3,Real Bed,3117,29.46681792,1,31,"Reasonable, Private Bunk Bed Room / Free WiFi",Frances,6/8/2019,35.6999,139.69608,JP,87,10,9,10,10,9,9
35775203,2.02E+13,267065535,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,5,0.45,10,94,2,1,1,1,Real Bed,3225,30.48780488,1,31,Reasonable 2 Futon sets Private Room / Free WiFi,Frances,6/8/2019,35.69961,139.69623,JP,88,9,10,9,9,9,8
35776470,2.02E+13,269151095,Hotel,Private room,Japan,Tokyo,Ota Ku,9,0.85,3,216,2,1,1,1,Real Bed,19995,189.0243902,1,180,[5 mins on foot from Kamata Station's west gate] Sleep better with a Simmons bed! Double room with shower!,ï¾šï½¯ï¾„ï¾žï¾™ï½°ï¾Œ ï½²ï¾è’²ç”°/ç¾½ç”° æ±äº¬,6/17/2019,35.56399,139.71297,JP,91,10,10,10,9,9,9
35776473,2.02E+13,269151095,Hotel,Private room,Japan,Tokyo,Ota Ku,31,2.84,3,216,2,1,1,1,Real Bed,19995,189.0243902,1,180,[5 mins on foot from Kamata Station's west gate] Sleep better with a Simmons bed! Double room with bathroom!,ï¾šï½¯ï¾„ï¾žï¾™ï½°ï¾Œ ï½²ï¾è’²ç”°/ç¾½ç”° æ±äº¬,6/17/2019,35.56442,139.71299,JP,95,10,10,10,10,9,10
35776476,2.02E+13,269151095,Bed and breakfast,Private room,Japan,Tokyo,Ota Ku,2,0.22,3,216,2,1,1,1,Real Bed,19995,189.0243902,1,180,[5 mins on foot from Kamata Station's west gate] Sleep better with a Simmons bed! Superior Double Room!,ï¾šï½¯ï¾„ï¾žï¾™ï½°ï¾Œ ï½²ï¾è’²ç”°/ç¾½ç”° æ±äº¬,6/17/2019,35.56243,139.7127,JP,90,10,10,10,9,10,10
35777234,2.02E+13,27667098,House,Entire home/apt,Japan,Tokyo,Hachioji Shi,1,0.42,1,85,16,2,4,16,Real Bed,26015,245.9349593,1,180,Traditional Japanese House at Hachioji,Manami,2/12/2015,35.66749,139.28903,"Meguro City, TÅkyÅ-to, Japan",100,10,10,10,10,10,8
35778567,2.02E+13,267065535,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,25,2.32,10,54,2,1,1,1,Real Bed,3010,28.45528455,1,31,Private Simple Double room in Shinjuku / Free WiFi,Frances,6/8/2019,35.69926,139.69683,JP,82,9,9,10,10,10,9
35779580,2.02E+13,269149656,House,Entire home/apt,Japan,Tokyo,Shinjuku Ku,11,1,1,0,10,1,3,4,Real Bed,6987,66.05218378,1,1125,Cozy room/Shinjuku area/4 min  station/free Wi-Fi,Ting,6/17/2019,35.70083,139.70083,JP,100,10,10,10,10,10,10
35779890,2.02E+13,258114173,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,18,1.65,3,32,3,1,1,1,Real Bed,9997,94.50746833,1,29,Shinjuku Shinokubo 4min walk Sta NEAR KABUKICHO #5,Saki,4/26/2019,35.70014,139.70433,JP,87,8,9,10,9,9,9
35783950,2.02E+13,269185662,Apartment,Entire home/apt,Japan,Tokyo,Shinagawa Ku,18,1.64,1,138,8,1,2,2,Real Bed,12040,113.8211382,2,1125,Shinagawa3min/Shibuya10min/Shinjuku15min/Max6-8P,Yang,6/17/2019,35.61292,139.73737,"Tokyo, Japan",95,9,10,10,10,9,10
35787116,2.02E+13,269213404,House,Private room,Japan,Tokyo,Katsushika Ku,30,2.76,1,0,3,1,1,3,Real Bed,3450,32.61486103,2,180,YAYA HOUSE,Yaya,6/17/2019,35.73633,139.84385,"Katsushika City, Tokyo, Japan",100,10,10,10,10,10,10
35788805,2.02E+13,269226399,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,21,2.07,1,180,5,1,0,4,Real Bed,12040,113.8211382,3,1125,æ–°å®¿/æ¸‹è°·/æ± è¢‹/walk3min/5people/freeWiFi!/40ãŽ¡,I,6/17/2019,35.69533,139.70561,JP,98,10,10,10,10,10,10
35790338,2.02E+13,136876983,Aparthotel,Entire home/apt,Japan,Tokyo,Shinjuku Ku,27,2.38,3,350,4,1,2,1,Real Bed,7310,69.10569106,2,1125,B02â˜†Guesthouse Roomï½¥Shinjuku Okubo 3 min station,Kaoru,6/25/2017,35.70348,139.69823,"Shinjuku, Tokyo, Japan",96,10,10,10,10,9,9
35799640,2.02E+13,15263315,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,14,1.32,6,270,5,1,2,2,Real Bed,85032,803.8570618,2,365,B1. PERFECT PLACE with LUX FLAT #SHINJUKU,Anna,5/8/2014,35.69554,139.7064,"Tokyo, Japan",94,10,10,10,10,9,9
35808835,2.02E+13,174481412,House,Entire home/apt,Japan,Tokyo,Shinjuku Ku,59,5.24,5,211,14,1,4,14,Real Bed,33101,312.9230478,1,1125,æ–°ç€ NEWã€ï½³ï½¨ï¾™ï½½å¯¾ç­–æ¶ˆæ¯’2å›žå®Ÿæ–½ã€‘å¤§åž‹ç‰©ä»¶123ãŽ¡/14ï¾ï¾žï½¯ï¾„/ä¼šåˆ.ï½»ï½°ï½¸ï¾™.åˆå®¿.ç ”ä¿®å‘ã,Kumi,2/20/2018,35.69614,139.73831,"Shibuya, Tokyo, Japan",96,10,10,9,10,9,9
